id,date,state_name,state_code,district_name,district_code,station_name,latitude,longitude,basin,sub_basin,source,currentlevel,level_diff
303,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.87,-3.69
304,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Swadeshnagar,12.61444,92.93194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.29,2.59
305,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Swadeshnagar,12.61444,92.93194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.39,-1.9
306,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Swadeshnagar,12.61444,92.93194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.27,-0.12
307,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Swadeshnagar,12.61444,92.93194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.75,-0.52
308,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Swadeshnagar,12.61444,92.93194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.21,1.46
309,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Swadeshnagar,12.61444,92.93194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.21,-1
310,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Swadeshnagar,12.61444,92.93194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.13,-1.08
311,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Swadeshnagar,12.61444,92.93194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.19,1.06
312,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Swadeshnagar,12.61444,92.93194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.61,0.42
313,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.4,1.54
314,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.9,-2.5
315,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.62,0.72
316,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.62,-1
317,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.99,0.37
318,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.05,1.06
319,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.53,-1.52
320,02-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.31,-0.22
321,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.75,0.44
322,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.58,-0.17
323,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,South Creek Sundergarh,12.18694,92.79167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.56,0.98
324,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.4,0.25
325,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.73,0.33
326,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.57,1.84
327,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.7,-1.87
328,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.27,0.57
329,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.25,-1.02
330,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.17,2.92
331,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.61,-2.56
332,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.73,0.12
333,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.43,-0.3
334,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.04,-0.39
335,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Parnshala,12.52333,92.90667,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.13,1.09
336,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.58,0.75
337,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.7,-1.88
338,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.17,1.47
339,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.73,-1.44
340,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.27,1.54
341,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.79,-1.48
342,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,5.4,4.61
343,02-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.3,-5.1
344,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.7,0.4
345,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.49,-0.21
346,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Milangram,13.31389,92.9425,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.94,0.45
347,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island,12.36806,92.92,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.01,0.85
348,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island,12.36806,92.92,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.44,-0.57
349,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island,12.36806,92.92,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.26,-0.18
350,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island,12.36806,92.92,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.35,1.09
351,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island,12.36806,92.92,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.49,-0.86
352,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island,12.36806,92.92,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.7,-0.79
353,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island,12.36806,92.92,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.16,1.46
354,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island,12.36806,92.92,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.54,-1.62
355,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island,12.36806,92.92,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.55,2.01
356,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Kishorinagar (Parangara),13.16528,92.88139,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.45,0.85
